Annual_Income,Declared_Tax,Deduction_Risk,Expense_Anomaly,Investment_Mismatch,Cash_Transaction_Risk,Business_Loss_Risk,Asset_Underreporting,Refund_Claim_Risk,Compliance_Risk,Income_Variation,Previous_Audit_Flag,Penalty_History,High_Value_Transactions,Foreign_Asset_Score,GST_Mismatch,Suspicious_Deduction,Shell_Company_Link,Frequent_ITR_Revisions,Cash_Deposit_Spike,High_Risk_Industry,Fraud
1276941,549392,76,66,72,12,72,70,21,38,89,1,1,51,70,1,0,0,1,1,1,1
665982,391480,42,48,48,53,63,89,2,44,67,0,0,51,44,1,0,0,1,1,0,1
2738568,657192,10,57,32,1,84,71,45,33,22,0,1,45,57,1,0,1,0,0,0,0
473146,861035,47,43,96,32,42,81,49,21,87,0,1,79,72,0,0,1,0,1,0,1
1364795,631787,14,24,70,49,75,20,7,70,94,0,1,40,81,1,0,1,0,1,0,1
1589330,850457,16,22,67,6,11,15,3,32,29,1,0,1,0,1,0,1,0,1,0,0
2877747,756624,53,58,27,17,49,66,14,5,62,0,0,48,10,0,1,0,0,0,0,0
2609381,823749,49,0,86,50,67,64,43,15,2,0,0,94,85,1,1,0,0,0,1,0
4952820,429632,27,96,52,7,60,12,38,71,79,1,1,99,31,1,1,0,0,1,1,1
3770599,178084,82,14,95,54,91,63,75,22,33,1,0,77,73,0,1,0,1,1,0,1
3143295,529156,3,80,43,75,72,60,28,17,91,0,0,27,48,0,0,1,0,0,1,1
3483616,897017,21,97,79,42,50,31,72,13,48,1,0,31,90,0,0,0,1,0,1,0
277175,466261,85,80,54,58,95,11,61,49,43,1,1,91,75,0,1,1,0,0,1,1
2885747,681760,38,51,9,29,76,94,83,60,40,0,0,75,29,0,0,1,0,0,1,1
2278808,315414,33,57,13,58,97,40,33,35,47,0,0,76,59,0,1,0,1,1,0,0
1557453,208141,96,40,35,8,82,65,25,14,70,0,1,21,9,1,1,1,1,0,0,0
3211786,648703,43,43,33,91,77,7,84,4,7,1,0,41,75,0,1,1,1,0,1,0
295028,448049,41,3,87,67,4,58,86,52,6,1,1,28,20,0,1,0,1,0,0,0
1758242,199716,39,76,17,38,90,24,17,47,36,1,0,93,90,0,1,0,0,0,1,0
4885754,609494,96,67,15,80,27,4,62,78,54,0,1,78,5,0,0,0,0,0,0,1
4519453,336612,11,6,36,10,89,44,51,10,70,0,0,67,37,1,0,0,1,1,0,0
363834,195545,1,45,40,1,9,1,53,1,49,1,1,32,57,0,1,1,0,1,1,0
2567555,968313,27,8,24,22,87,41,87,86,81,0,1,45,7,1,1,0,0,0,0,0
1429787,436544,73,86,7,62,80,37,41,23,20,1,1,8,69,1,0,0,1,1,0,0
3212359,435000,85,32,87,21,51,2,92,81,33,1,1,37,62,0,1,0,1,0,0,1
1525569,28723,80,32,83,60,79,45,53,67,48,0,0,79,33,1,0,1,0,1,1,1
1616828,852078,89,83,93,25,16,21,51,78,26,0,1,25,48,0,0,0,1,1,1,1
2614165,726615,66,3,83,11,64,32,12,11,7,1,1,42,39,1,1,1,0,1,1,0
3408823,529362,70,64,17,31,20,31,31,58,33,0,0,52,85,1,0,1,1,1,0,0
3825654,784533,71,33,67,8,53,16,82,66,17,0,1,26,28,1,1,1,0,1,0,0
485711,293642,83,90,47,68,48,81,80,31,50,0,1,10,8,1,0,1,1,0,1,1
1323389,725882,75,84,99,89,21,55,65,35,11,0,1,25,20,0,0,1,1,0,1,1
775919,626169,98,87,69,70,68,2,81,20,85,0,0,77,31,1,1,0,1,1,1,1
3531106,418757,80,78,66,92,63,69,57,69,50,0,0,56,71,0,0,0,1,1,1,1
1052746,575217,91,98,17,32,35,48,38,65,62,1,0,0,54,1,1,1,0,1,0,1
622381,128199,9,63,17,23,20,54,26,8,39,0,0,10,42,0,1,1,0,0,0,0
1176433,236525,85,24,55,88,55,76,77,75,21,1,1,29,9,1,1,1,0,1,0,1
4854548,293172,56,54,22,94,72,30,53,43,7,1,1,87,48,0,1,0,0,1,0,1
2871252,34545,96,8,34,92,90,80,78,58,27,1,0,3,86,1,1,0,1,0,1,1
1720943,608857,85,16,5,68,47,20,71,23,49,0,1,85,83,0,0,1,0,0,1,0
601067,36673,36,20,25,37,75,15,72,62,46,1,0,71,12,0,0,1,1,0,1,0
660796,429190,76,59,84,10,17,16,84,77,55,0,1,79,85,1,0,1,0,0,0,1
1204001,457115,90,12,60,31,98,95,42,40,31,1,0,32,40,1,1,0,1,0,1,1
512023,421313,63,2,87,63,14,0,98,75,10,1,0,32,78,1,0,1,0,1,1,0
3405599,893943,78,67,14,71,43,71,51,90,20,1,0,73,30,1,0,1,1,0,1,1
4886166,360288,85,3,90,19,93,64,13,73,25,0,0,65,31,1,1,1,0,0,0,1
3377902,331968,93,91,31,33,44,65,90,1,13,1,1,3,44,0,1,0,1,0,1,0
955111,28525,39,6,11,41,96,36,7,94,78,1,0,86,12,0,1,1,1,0,1,1
2520715,587092,97,25,4,7,35,23,34,27,13,0,0,50,24,1,1,1,0,1,0,0
2434805,151115,59,74,63,65,39,90,17,15,75,1,1,26,84,1,0,1,0,1,0,1
4504459,571134,97,23,70,20,50,83,54,58,99,1,0,32,67,1,0,1,1,1,1,1
2099054,82261,47,9,85,78,29,61,77,0,2,1,0,96,14,1,0,0,0,0,1,1
3657550,762600,98,12,26,69,25,20,51,85,56,1,1,83,63,1,0,1,0,0,1,1
1750184,505827,18,43,78,4,84,36,71,0,6,1,1,76,84,0,0,1,1,1,0,0
4374482,972731,71,38,44,66,30,34,48,30,38,1,0,74,59,0,1,1,1,1,0,1
3473523,189100,32,18,34,42,55,37,7,21,56,0,1,82,7,0,0,0,1,1,1,0
288668,959887,43,50,25,15,60,52,36,97,64,1,0,31,94,1,1,1,0,0,0,1
3034837,820915,91,18,22,98,16,14,65,75,24,0,0,66,73,1,0,1,0,1,0,1
3819348,12265,36,75,12,72,80,41,80,58,30,0,1,76,84,1,1,1,1,0,0,1
2124914,814195,88,51,89,34,97,93,76,86,85,0,0,27,16,0,0,0,0,0,1,1
4210162,211724,35,85,2,82,23,3,77,27,9,0,1,85,4,1,0,0,0,0,0,0
4947395,20733,80,46,28,42,96,38,40,75,81,1,1,56,12,1,1,0,0,0,0,1
2970742,903628,87,29,65,97,3,78,72,26,76,1,1,18,20,1,1,0,1,1,1,1
2970374,620326,20,45,63,38,8,22,26,86,71,0,0,30,43,0,1,1,0,0,0,0
3782299,304564,1,75,27,9,1,14,19,0,8,0,0,83,75,0,1,1,0,0,1,0
3245915,669607,30,92,86,73,34,89,37,1,78,1,1,52,88,0,0,1,1,0,0,1
470914,946344,96,20,35,19,37,11,11,94,7,1,1,87,52,0,0,0,0,0,1,0
4309803,463365,29,74,5,0,44,81,41,65,96,1,1,31,27,0,1,0,1,1,0,1
562455,26058,75,47,10,5,14,69,85,48,98,0,1,8,65,0,0,0,0,1,0,0
4674017,251301,43,61,37,52,41,81,49,88,18,0,0,50,20,1,1,0,0,0,0,1
1234586,302073,11,57,33,45,2,53,30,18,29,0,0,82,85,1,0,0,1,1,0,0
1946688,167434,50,17,80,65,30,87,76,27,8,1,1,22,56,1,1,1,1,1,1,0
3300581,615777,48,58,66,37,51,37,64,69,82,0,0,24,54,0,1,0,1,0,0,1
2861637,613952,23,90,45,32,40,27,52,38,46,0,1,96,1,0,0,1,0,1,0,1
3872277,707716,23,47,97,66,56,78,39,18,45,1,1,45,93,0,0,0,0,0,0,1
2284504,82597,59,62,85,99,41,18,72,63,89,1,0,43,64,0,0,0,1,0,1,1
4357137,797473,10,11,28,76,52,68,38,57,0,1,1,65,76,1,1,1,1,1,0,0
2454736,83209,12,86,59,34,55,63,9,16,2,1,1,66,2,1,0,1,0,0,0,0
3221372,787397,90,33,53,78,86,3,28,69,33,1,0,27,58,0,0,1,0,1,0,1
2588229,984458,71,60,92,44,75,80,39,78,24,0,1,98,83,0,1,1,1,1,1,1
3321881,197941,73,86,68,21,71,9,29,85,29,0,1,77,62,0,0,0,0,0,0,1
2671378,681419,71,52,73,67,52,11,1,40,0,1,0,23,4,1,1,0,1,1,1,0
4030121,629152,63,24,73,16,84,68,81,97,17,0,0,55,65,0,0,0,0,1,0,1
3762944,967226,19,61,8,4,84,6,27,4,32,1,0,49,89,1,1,0,0,1,0,0
1553324,153620,71,3,84,84,31,43,46,22,8,0,0,2,92,1,1,0,0,0,1,0
3572455,413294,72,93,76,56,80,22,31,68,6,1,0,22,17,0,0,0,0,1,0,1
4468173,403635,70,93,9,87,53,1,87,9,29,1,1,33,8,0,0,0,0,1,1,0
1069807,171562,77,12,74,94,36,93,77,67,76,0,1,8,21,0,0,1,1,0,1,1
4596720,212158,27,41,67,39,87,36,88,11,80,1,0,81,27,1,1,0,1,1,1,1
4270028,644446,1,48,57,29,7,68,88,9,12,1,0,58,59,1,0,1,1,1,0,0
2864496,981264,42,77,94,41,81,19,31,59,12,1,0,65,11,1,1,1,1,1,0,1
3072176,952841,7,55,51,6,10,89,26,29,41,0,0,21,36,1,0,1,1,1,1,0
1569277,6468,12,46,33,70,53,43,53,23,73,0,0,34,81,1,1,0,1,1,0,0
949971,291453,84,7,34,90,59,69,95,68,77,1,1,30,97,1,0,1,0,0,1,1
2793659,988848,91,54,32,87,9,92,55,12,62,0,0,89,41,0,0,0,1,1,0,1
4366233,77255,34,87,71,18,89,73,30,99,68,0,0,77,53,0,0,1,0,0,1,1
4660276,787366,22,17,31,40,69,50,23,8,35,1,1,47,41,0,1,1,1,0,1,0
4275837,873331,45,34,54,33,80,79,34,17,34,0,0,52,66,1,1,1,1,0,0,0
1542057,558006,14,88,96,21,86,97,29,34,45,1,1,91,55,0,1,1,1,1,1,1
2433706,230409,1,80,7,51,41,30,96,94,44,1,0,74,45,0,1,0,0,1,1,1
685757,244967,60,31,45,90,36,99,54,87,55,1,1,31,4,0,0,1,0,0,0,1
2254376,698201,75,23,13,5,91,40,63,3,86,1,0,84,55,1,1,0,0,1,0,0
2479176,996052,63,6,97,73,79,57,32,40,4,0,0,86,22,0,0,1,1,1,0,1
1385111,743925,51,12,7,94,75,4,45,25,43,1,1,87,61,0,0,1,1,0,1,0
2592919,969164,35,90,70,24,57,32,90,43,27,0,1,11,12,1,1,0,0,0,0,0
1700948,373697,66,68,76,65,84,42,96,41,86,0,0,61,58,0,0,1,1,1,1,1
4307834,841713,68,99,53,9,58,18,32,9,41,0,1,2,87,0,0,1,1,0,0,0
2608630,380595,66,89,20,73,23,31,67,72,97,1,0,5,27,1,0,1,1,1,0,1
1794918,252113,46,41,95,25,27,86,63,0,30,1,1,11,80,0,0,0,1,0,0,0
4868170,792199,82,30,74,4,36,2,29,53,6,1,1,52,5,1,0,0,1,1,1,0
2902994,402111,1,73,13,85,20,0,78,15,6,1,0,19,60,1,1,0,0,1,0,0
2904716,587314,43,25,74,67,32,99,28,45,3,1,0,5,60,0,1,1,0,1,1,0
392512,909574,63,85,1,97,1,40,61,12,31,1,1,83,90,1,1,1,1,0,0,1
3914379,572256,80,75,97,70,82,91,91,63,27,1,0,13,44,0,0,0,1,1,0,1
4585724,700457,77,31,60,49,27,47,95,77,55,0,1,55,92,0,0,1,0,1,0,1
1749420,413548,27,90,16,16,14,38,99,86,3,0,0,40,11,0,1,0,1,1,0,0
2275915,150693,90,96,77,10,0,4,29,54,7,1,0,48,34,0,0,0,1,0,0,1
3548924,606158,53,51,88,52,27,76,11,62,13,1,1,64,61,0,1,1,1,0,0,1
3545647,547462,73,19,47,49,49,10,66,17,29,0,0,83,4,1,0,0,1,0,1,0
4100379,915789,66,39,90,7,34,21,14,60,2,1,1,85,65,1,0,1,1,0,1,0
4004409,890621,35,58,7,91,95,86,9,91,1,0,1,94,74,0,1,1,1,0,1,1
3164932,569790,62,76,55,96,27,63,85,19,9,0,0,30,67,1,0,0,0,1,1,1
847341,303818,24,13,16,61,8,11,60,64,69,1,0,27,85,0,0,0,0,0,1,0
1720982,566548,85,43,68,88,23,52,22,63,70,1,1,11,64,0,1,0,1,0,1,1
3529693,965002,47,85,11,84,62,54,10,75,15,0,1,15,79,0,1,1,0,0,0,1
4198422,727969,38,81,37,75,3,52,15,90,69,0,1,96,65,0,1,0,1,0,0,1
1401838,709824,46,47,17,89,55,20,48,63,79,1,1,34,40,1,1,1,0,1,0,1
2364563,601093,93,92,25,28,40,18,79,12,90,0,1,43,26,0,1,0,1,1,1,1
4679825,200991,20,42,94,98,66,68,13,67,75,1,0,67,75,0,1,0,0,0,1,1
3785681,788924,29,15,36,43,47,87,5,88,85,1,1,9,4,0,0,0,1,1,0,1
4608285,190541,91,34,69,44,85,93,41,69,78,1,1,97,4,0,0,0,0,1,1,1
2584291,22194,30,52,40,28,57,71,16,56,21,1,1,2,85,1,1,1,1,1,1,0
2295588,687171,25,33,78,87,38,65,94,44,34,0,1,30,12,0,0,1,1,1,0,1
2855982,863809,21,2,41,58,24,58,41,85,78,1,1,51,79,1,0,0,1,0,1,1
4404955,660152,20,67,89,14,59,48,9,37,86,1,1,94,89,1,1,0,0,1,1,1
3444967,523953,0,4,75,69,85,97,45,53,48,0,1,64,8,1,0,0,1,1,0,1
3185696,573011,36,9,40,95,46,58,83,35,1,0,1,4,47,1,0,0,1,1,0,0
637625,236408,76,51,46,43,97,22,48,66,65,0,1,4,31,0,0,0,1,0,0,0
3501106,473451,84,28,13,97,60,2,8,78,18,1,1,65,82,1,1,0,0,0,1,1
1572070,247113,45,95,0,35,83,55,78,10,68,0,0,14,35,1,0,0,1,0,1,0
2630721,81298,8,30,16,83,99,57,38,97,3,0,0,64,91,1,1,0,0,0,1,0
2793726,588526,16,65,96,56,26,87,1,26,91,1,0,20,14,1,1,0,0,1,1,1
4218280,264425,46,75,54,63,95,61,67,86,81,0,1,70,8,1,0,0,1,0,0,1
2742017,634721,84,90,92,75,41,17,51,16,40,0,1,10,15,0,0,1,1,1,0,1
4650252,515609,94,68,52,98,51,60,87,86,55,0,1,89,5,0,1,0,1,0,1,1
1770057,112092,58,36,30,37,92,36,81,97,54,0,1,41,71,1,1,0,1,0,0,1
1061069,269291,53,26,61,16,47,53,10,84,30,1,1,65,32,1,1,0,0,1,1,1
1056626,234991,85,86,7,26,31,94,36,32,21,1,0,93,95,0,0,0,0,1,0,1
2361352,305589,11,32,29,16,23,77,89,4,74,1,1,60,99,1,1,1,1,1,0,0
306022,714163,63,67,76,62,2,64,71,80,47,0,1,59,41,0,1,1,1,0,1,1
2999131,197180,5,58,79,10,26,13,21,61,79,0,1,13,58,1,1,1,0,0,1,0
3407796,635458,52,63,65,63,72,4,51,64,3,0,1,4,35,1,1,1,1,1,1,0
670529,924517,15,84,44,38,39,94,4,70,20,1,1,30,33,0,1,1,0,1,1,1
3183516,352761,89,87,17,1,22,94,1,66,40,0,1,47,1,1,0,1,0,0,1,1
361445,218482,4,43,98,65,6,93,4,89,44,1,0,31,12,1,0,1,0,1,0,1
4034242,844934,72,94,44,53,80,99,98,79,88,1,1,56,42,0,0,0,0,0,0,1
3482831,646404,45,87,18,28,36,61,31,79,83,0,0,33,73,1,1,0,0,0,0,1
4618909,829187,13,48,76,44,6,0,18,43,7,0,1,73,56,0,1,1,0,0,1,0
884029,669093,43,52,67,87,93,62,3,13,8,0,1,94,6,1,0,0,1,1,1,1
710370,800911,62,73,82,87,76,66,86,89,17,1,1,26,58,0,0,0,1,0,1,1
1952374,604649,93,48,49,79,81,19,45,90,30,0,0,81,58,1,0,1,1,0,0,1
4615276,681664,51,65,24,30,94,42,82,56,34,0,1,4,50,0,1,1,1,0,0,0
4199694,433910,25,94,37,48,21,84,25,47,29,0,0,16,2,0,1,0,1,0,1,1
3508505,129232,52,62,94,8,77,93,49,16,17,0,1,74,26,0,0,1,0,0,1,1
408944,897018,28,24,35,26,81,41,25,43,82,0,1,68,77,1,0,1,0,0,0,0
3025494,86171,18,3,67,55,98,93,70,3,40,1,1,55,53,1,1,0,0,0,1,0
1561303,381295,46,50,55,77,16,68,31,80,23,0,1,37,93,0,1,1,1,1,1,1
4401765,91296,7,10,38,44,18,73,96,96,85,1,0,53,63,1,1,1,0,0,0,1
3094100,145562,22,16,62,88,94,87,43,29,47,1,1,47,33,0,0,1,0,0,1,1
4866805,157324,34,65,6,42,38,38,25,84,13,0,0,84,22,1,0,0,1,0,1,0
1397162,503506,94,69,57,21,35,61,60,80,18,1,0,87,47,0,1,0,0,1,1,1
1246161,667222,52,72,79,98,14,47,87,74,59,1,1,93,54,1,0,1,1,1,1,1
4888482,246535,98,68,58,32,62,5,50,54,92,0,0,79,16,1,0,1,0,0,1,1
1979685,337103,95,83,47,26,28,73,58,29,21,1,0,48,78,1,1,0,1,0,0,1
2097501,408666,57,28,4,39,59,41,86,17,29,1,1,40,61,1,1,1,0,1,0,0
4954619,323166,4,84,86,25,55,57,37,83,14,1,0,21,60,1,0,0,1,0,1,0
873218,788258,15,72,35,82,39,42,25,97,20,1,0,56,60,1,1,0,1,0,1,1
4085250,853423,16,91,95,44,15,9,44,91,25,0,1,65,43,1,0,0,0,0,0,1
803291,176999,31,71,87,44,32,88,30,72,99,1,1,18,70,1,0,0,1,0,0,1
2861198,760737,95,94,24,25,88,77,69,43,11,0,0,1,2,0,1,0,1,0,1,0
2379431,316997,51,19,44,69,15,38,44,61,6,1,0,74,72,0,0,0,0,1,1,0
4409738,36826,19,26,91,66,29,12,30,30,74,1,0,32,66,0,0,0,0,0,0,0
919407,834311,65,7,18,5,97,74,60,15,83,0,0,72,98,1,1,0,0,0,1,0
2738143,717625,83,84,6,27,65,38,47,94,34,1,0,58,7,1,1,0,0,1,1,1
537913,601649,81,60,57,66,43,10,44,92,67,1,1,88,25,0,1,1,0,1,0,1
4115770,245028,0,27,80,12,37,15,59,76,1,0,0,5,14,0,1,1,0,1,1,0
528821,345134,57,86,65,62,50,32,60,22,19,0,0,10,4,0,0,0,1,0,0,0
2380707,356931,92,69,79,12,59,59,51,13,46,0,1,26,12,0,0,1,0,1,0,1
1901243,222256,92,2,38,76,17,95,51,1,83,0,1,71,78,0,0,1,0,1,1,1
4087008,45736,82,68,17,0,4,58,75,11,11,0,0,44,11,0,0,0,0,1,0,0
2012375,291674,43,72,0,39,39,73,80,57,52,0,1,30,98,0,0,0,1,0,1,0
3827447,214124,5,6,62,36,5,50,61,91,16,0,0,90,62,0,1,0,0,0,0,0
3815652,183130,49,59,2,30,75,14,25,95,17,0,1,62,7,0,1,1,1,0,1,0
268803,635368,71,3,20,16,11,79,66,55,23,1,1,43,73,0,1,0,0,0,0,0
1007744,472310,87,4,29,8,11,42,78,23,71,0,1,40,33,1,0,0,1,0,0,0
948736,341399,19,10,10,63,72,26,48,36,36,1,1,46,71,1,1,1,0,0,1,0
899539,665246,13,14,21,56,21,55,87,28,29,1,1,68,21,1,0,1,0,0,0,0
445404,393742,4,63,56,12,48,59,93,41,83,1,0,78,49,0,1,1,1,0,1,1
217297,229793,40,97,88,36,49,95,43,17,51,0,0,1,11,0,1,0,0,0,0,1
988443,647911,39,12,2,13,79,69,35,2,22,0,1,14,21,1,1,1,0,0,1,0
3855074,304531,33,6,29,74,3,46,52,76,36,1,1,94,90,1,1,0,1,1,0,1
3465962,681935,79,5,87,24,49,99,43,12,73,0,1,19,57,0,1,1,0,1,1,1
4962606,641548,44,55,44,94,2,7,90,28,96,0,1,2,81,1,0,1,1,0,0,0
3226394,437859,70,63,35,77,15,62,21,65,23,0,0,38,18,1,0,1,0,0,1,1
1427146,932604,79,49,86,56,13,88,1,58,99,0,1,73,4,1,0,1,0,0,0,1
3080304,458572,70,29,71,70,63,6,6,91,79,1,1,89,15,1,0,0,1,1,1,1
1533572,406072,26,21,63,87,40,80,15,47,49,0,0,9,40,1,0,1,0,0,1,1
4905907,436385,77,24,53,99,67,93,87,3,91,1,1,39,73,1,0,0,1,1,0,1
815863,951308,77,27,67,41,58,1,93,50,75,0,0,12,18,1,1,0,0,1,1,0
4901669,696150,43,83,49,41,1,16,43,4,19,1,1,84,64,1,1,0,1,0,0,0
3965056,298132,32,38,30,46,9,3,64,38,46,1,1,97,21,1,1,0,0,1,1,0
3525315,508195,32,66,28,43,74,25,90,40,17,0,0,43,16,0,0,0,1,0,1,0
1028791,343592,43,4,58,40,89,77,72,4,25,0,1,31,34,1,0,0,0,0,1,0
4020887,961010,19,64,35,2,25,71,70,7,70,1,0,72,38,0,0,1,0,1,1,0
3046274,380574,35,14,76,89,3,68,68,97,42,1,0,29,72,0,1,0,1,1,0,1
4595564,748264,6,89,72,89,89,4,60,55,46,0,0,0,54,0,1,1,1,1,1,0
576794,465522,31,66,84,0,27,4,29,24,84,0,0,52,4,1,1,1,0,1,1,0
4078450,934809,66,39,66,78,1,90,41,90,42,0,1,75,72,1,1,0,1,0,1,1
3233349,670329,38,97,88,10,65,68,90,51,31,0,1,43,10,1,1,1,1,1,1,1
1721466,279548,92,68,88,6,15,2,73,51,6,1,0,34,77,1,1,0,1,1,0,0
2680252,407205,23,94,75,11,56,37,24,6,86,0,0,87,39,1,0,1,1,0,1,1
982877,463521,85,76,92,37,22,93,81,60,83,0,0,39,87,1,0,0,0,1,0,1
4085180,434199,69,42,10,53,22,0,70,99,83,0,0,44,83,1,1,0,1,1,0,1
3810793,770644,87,0,10,66,76,7,56,95,31,1,0,59,96,1,1,1,0,0,1,0
3499973,175534,86,21,25,52,20,12,94,84,89,0,1,62,3,1,0,0,1,0,1,1
3280977,286504,53,61,52,89,24,83,31,46,99,1,1,9,79,0,1,0,0,1,1,1
2499899,877089,37,78,13,93,57,69,49,81,87,0,0,46,88,1,0,1,1,1,1,1
2172424,424503,73,25,63,31,36,49,74,65,64,1,1,23,57,1,1,0,0,0,1,1
1536092,201544,79,17,79,99,48,7,9,58,57,1,1,56,64,1,1,1,0,1,0,1
1050350,251512,74,47,9,44,76,29,21,4,52,0,0,17,87,0,1,0,0,1,1,0
3679027,769325,31,8,30,50,14,39,94,43,91,1,1,56,63,1,1,1,1,1,1,0
3405228,983817,44,0,94,36,27,78,40,41,89,1,0,71,66,1,0,0,1,1,1,1
367647,39160,60,8,35,58,66,73,46,60,33,0,0,45,95,0,0,1,1,1,0,0
2533679,273933,69,22,9,53,86,32,13,62,89,1,1,42,33,1,1,0,1,1,1,1
635477,163253,87,44,25,17,3,72,2,49,99,0,1,76,88,0,0,0,0,1,0,1
1883523,674745,96,1,19,0,46,51,87,37,68,0,0,15,57,0,1,0,1,1,0,0
4396656,874029,52,13,43,20,49,32,77,91,55,0,1,13,66,1,0,1,0,0,0,0
4527308,70641,50,37,61,27,59,72,52,94,65,1,0,8,6,1,0,0,1,1,0,1
3160033,835679,75,39,72,15,61,77,15,53,31,1,0,72,34,0,1,0,0,0,0,1
1781420,615961,55,62,78,47,66,95,60,43,97,1,0,68,28,1,0,1,0,0,0,1
986261,236322,26,81,8,27,71,36,27,23,49,1,0,60,24,0,1,1,0,1,1,0
3694708,272688,37,15,70,21,42,69,34,62,93,0,0,10,27,1,0,0,1,1,1,1
3028630,776143,61,92,89,82,88,68,1,96,23,1,0,18,87,0,1,1,0,0,0,1
4444402,411491,17,74,23,0,57,3,60,38,91,0,0,63,68,1,0,0,0,1,1,0
3279042,765649,63,5,11,94,51,59,55,11,45,1,1,37,26,0,1,1,1,0,1,0
2962081,592536,76,2,59,41,75,79,97,62,2,1,1,9,73,0,0,1,1,0,1,0
326060,301694,29,13,83,97,68,73,54,8,9,1,0,15,75,0,1,1,0,1,0,0
4524848,845125,48,65,77,69,96,30,17,78,5,0,1,92,81,1,1,0,1,1,1,1
2996461,920356,40,95,85,91,45,94,70,86,97,0,1,68,7,0,0,0,0,0,0,1
3277099,417857,12,94,15,2,24,13,48,21,94,0,0,81,37,1,0,0,1,1,0,0
3044180,207821,33,74,28,94,24,76,41,35,51,0,0,41,93,1,0,0,0,1,1,1
2821578,785237,99,85,31,79,34,59,6,73,49,1,1,43,8,0,1,1,1,0,0,1
4787878,871453,93,66,82,80,60,67,3,27,57,1,0,52,42,0,1,0,0,1,1,1
1872795,282749,24,30,34,43,14,25,42,55,51,1,1,34,24,1,0,0,1,1,1,0
4293886,501389,65,32,42,26,89,23,79,98,12,1,0,35,93,0,0,0,1,0,1,0
2454103,55713,99,87,95,50,73,55,58,28,58,0,0,21,65,0,0,1,1,1,0,1
3139362,418606,17,0,52,23,87,8,48,4,38,0,0,23,16,1,1,1,1,1,0,0
762060,342547,4,43,19,19,34,34,59,3,52,0,0,75,6,0,0,0,1,0,1,0
1706145,849898,18,14,83,31,28,78,5,50,57,1,1,11,21,1,1,1,1,1,0,0
2848202,533269,41,36,7,98,37,23,19,14,19,1,0,34,9,0,1,1,0,1,1,0
1392931,931997,17,26,98,12,68,30,30,93,62,1,0,49,89,0,1,1,0,0,1,1
1071522,993722,31,47,41,42,23,82,82,59,95,1,0,82,12,1,1,1,0,0,1,1
1742247,993822,20,26,76,19,18,65,21,25,9,1,1,77,41,0,1,1,0,1,0,0
4572216,907063,9,11,69,1,45,65,84,22,25,1,1,86,27,1,1,0,0,1,1,0
2381906,386382,36,66,15,67,48,40,81,28,18,1,0,39,99,0,1,1,0,1,0,0
802276,100335,48,29,68,90,43,35,31,85,92,0,0,21,58,0,1,1,0,0,1,1
1700134,112441,85,95,52,59,72,33,46,98,60,0,0,46,10,1,1,1,1,1,1,1
2804884,21984,12,86,44,88,25,38,33,56,76,1,0,74,8,1,0,0,0,1,1,1
1905243,654868,54,65,50,3,24,82,26,61,33,1,1,65,79,1,0,1,1,0,1,1
4474692,902748,16,6,97,95,34,22,43,58,83,1,1,9,80,1,1,1,1,1,1,1
4222928,420976,8,33,5,16,35,79,29,47,43,1,0,42,54,1,0,1,1,0,1,0
439779,661884,87,31,32,0,13,43,32,81,17,0,0,68,4,0,0,1,0,0,1,0
3175605,647742,43,38,78,32,55,69,26,34,97,0,1,93,68,1,0,0,1,1,0,1
988140,54402,77,95,14,29,5,57,55,45,71,1,0,84,37,1,1,0,1,0,1,1
3758539,96656,45,42,13,4,31,58,22,32,15,0,0,96,94,1,1,0,1,0,1,0
3946037,70614,7,42,38,11,25,25,42,70,86,0,1,24,65,1,0,0,0,0,1,0
2323238,171963,36,77,62,31,14,21,82,97,95,1,0,46,90,1,1,1,0,0,1,1
4926276,358153,18,2,4,37,48,87,53,9,76,0,1,6,82,1,1,0,1,0,1,0
4788727,438048,62,45,89,16,94,39,94,87,25,1,0,27,63,1,1,0,1,1,1,1
1818963,312980,91,31,80,57,55,84,67,88,64,1,0,79,24,0,1,0,1,0,1,1
790381,996457,45,42,51,39,36,93,52,47,65,1,1,44,51,1,0,1,1,0,1,1
3132235,935866,93,99,15,95,52,10,82,43,76,1,1,66,37,0,0,0,0,1,0,1
3883909,989249,70,80,98,23,57,8,39,90,26,0,1,82,76,0,0,1,1,0,1,1
1739600,960425,25,2,37,11,82,11,59,69,3,1,1,11,92,0,0,1,1,1,0,0
2427503,992938,45,73,52,94,77,25,85,62,50,1,1,82,18,0,1,1,1,0,0,1
4432939,788077,45,62,86,18,35,37,8,48,83,0,1,10,98,1,1,0,0,1,0,1
3270771,941066,74,39,76,28,10,2,94,71,2,1,0,2,24,1,1,0,1,1,0,0
1343647,987014,13,17,96,84,26,96,9,84,86,0,0,60,47,0,1,0,0,1,1,1
3811646,660337,84,66,92,89,1,14,9,40,65,0,1,65,72,1,1,0,0,1,1,1
1616953,867839,62,61,52,51,21,46,29,82,15,1,0,55,60,0,1,1,1,0,0,1
2894245,799042,71,9,45,91,65,4,9,97,73,1,0,25,34,0,1,0,1,0,1,1
4322186,638669,2,51,97,16,83,53,57,38,27,0,1,85,50,0,1,0,0,0,0,0
621280,491134,27,72,97,72,16,23,35,22,43,0,0,80,14,0,1,0,1,0,0,1
1109245,20791,28,45,90,20,3,10,81,12,17,1,1,33,85,0,1,1,1,1,0,0
